Accession,Bioproject,Last_author,Sequencing_technology,Isolate_Name,Country,Continent,Isolation_source,Ropars_Clade,Proposed_final_clade,Mean_coverage,Mean_depth,Aneuploidy,HOM_pos,HOM_ref,HOM_alt,HET_pos,Missing_pos,frac_missing,frac_HET,PASS_Het,For_Sub_Phylo,Intrapop_ID,Intrapop_removed,MAT_type
SRR11235412,PRJNA610214,McTaggart et al. 2020,Illumina MiSeq,SP1261,Canada,North America,Blood,,4,98.902825,88.770075,0,9629943,9586706,43237,53610,4600343,0.322065002,,0,0,IP21,0,a/α
SRR11235420,PRJNA610214,McTaggart et al. 2020,Illumina MiSeq,SP2512,Canada,North America,Blood,,3,99.1834125,103.211963,0,10163296,10117651,45645,59416,4061184,0.284319068,,0,0,,0,a/α
SRR11235432,PRJNA610214,McTaggart et al. 2020,Illumina MiSeq,SP0206,Canada,North America,Blood,,9,99.62125,110.008388,0,10540868,10499070,41798,79883,3663145,0.256452791,,0,0,,0,a/α
SRR12969465,PRJNA664290,Chew et al. 2021,Illumina NovaSeq 6000,ATCC 38289,NA,NA,Urogenital,,1,99.6081875,90.4516375,0,14114059,14092962,21097,65777,104060,0.007285127,0.00460498,1,0,,0,a/α
SRR12969470,PRJNA664290,Chew et al. 2021,Illumina NovaSeq 6000,ATCC 28121,USA,North America,Gastrointestinal,,1,99.4786125,79.9972875,0,13947937,13884197,63740,89625,246334,0.017245575,0.00627455,1,0,,0,a/α
SRR12969473,PRJNA664290,Chew et al. 2021,Illumina NovaSeq 6000,ATCC 18804,Uruguay,South America,Skin,,1,99.47715,94.6902,0,14056713,13979959,76754,76646,150537,0.010538931,0.0053659,1,0,,0,a/α
SRR12969478,PRJNA664290,Chew et al. 2021,Illumina NovaSeq 6000,ATCC 64124,NA,NA,Oral,,1,99.638,48.14865,CNV on chrRR,12956634,12938691,17943,63642,1263620,0.08846466,0.00445551,1,0,,0,a/α
SRR13587520,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,GZ116,China,Asia,Blood,,22,99.834475,200.412125,0,14120204,14063300,56904,98840,64852,0.004540218,0.00691968,1,0,,0,a/α
SRR13587521,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,A175,China,Asia,Blood,,1,99.8556,83.605375,0,14113771,14100503,13268,89412,80713,0.005650629,0.00625964,1,0,,0,a/α
SRR13587524,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,LZ11,China,Asia,Blood,,24,99.7266875,126.427375,0,14083554,14028038,55516,113470,86872,0.006081814,0.00794391,1,1,,0,a/α
SRR13587525,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,LR40,China,Asia,Blood,,9,99.890975,102.9215,0,14075482,14022178,53304,122245,86169,0.006032598,0.00855824,1,0,,0,a/α
SRR13587526,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,LZ06,China,Asia,Blood,,20,99.7669625,112.530625,0,14095218,14035207,60011,104041,84637,0.005925344,0.0072838,1,0,,0,a/α
SRR13587527,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,LZ01,China,Asia,Blood,,26,99.6965375,104.116725,0,14087678,14014997,72681,78105,118113,0.008268962,0.00546805,1,0,,0,a/α
SRR13587528,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,ZS99,China,Asia,Blood,,18,99.6923375,108.77925,0,14020519,13959152,61367,115394,147983,0.010360129,0.00807861,1,0,,0,a/α
SRR13587529,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,ZS96,China,Asia,Blood,,20,99.7095375,105.559875,0,14054929,13984108,70821,99442,129525,0.009067904,0.00696183,1,1,,0,a/α
SRR13587530,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,ZS94,China,Asia,Blood,,19,99.6829,97.8964125,0,14035855,13972655,63200,103887,144154,0.010092065,0.00727302,1,0,,0,a/α
SRR13587531,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,Z1109,China,Asia,Pleural and Thoracic,,19,99.693375,108.618625,0,14064049,14003099,60950,110703,109144,0.007641053,0.0077502,1,0,,0,a/α
SRR13587532,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,Z1108,China,Asia,Blood,,25,99.77625,103.554638,0,14085768,14014927,70841,87224,110904,0.007764268,0.00610646,1,1,,0,a/α
SRR13587533,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,TJ253,China,Asia,Blood,,8,99.65955,70.58805,0,14011040,13951695,59345,92298,180558,0.012640669,0.00646168,1,0,,0,a/α
SRR13587534,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,SD84,China,Asia,Blood,,20,99.714175,121.57725,0,14053746,13998643,55103,108048,122102,0.008548228,0.00756432,1,0,,0,a/α
SRR13587535,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,SD79,China,Asia,Blood,,20,99.79445,129.407875,chr7,14048115,13988557,59558,106290,129491,0.009065524,0.00744125,1,0,,0,a/α
SRR13587536,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,ZR65,China,Asia,Blood,,23,99.7726125,136.850875,0,14095699,14040142,55557,109520,78677,0.005508091,0.00766738,1,0,,0,a/α
SRR13587537,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,LR39,China,Asia,Blood,,25,99.883725,120.3175,0,14085377,14028333,57044,115141,83378,0.005837203,0.0080609,1,0,,0,a/α
SRR13587538,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,JD23,China,Asia,Blood,,20,99.8722625,86.3278375,0,14055167,13997935,57232,114306,114423,0.00801063,0.00800244,1,0,,0,a/α
SRR13587539,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,JD07,China,Asia,Blood,,25,99.8130375,153.510375,0,14080661,14024173,56488,116846,86389,0.006048,0.00818026,1,0,,0,a/α
SRR13587540,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,JD05,China,Asia,Blood,,1,99.7639,100.1791,0,13890055,13834277,55778,100348,293493,0.020547125,0.00702525,1,0,,0,a/α
SRR13587541,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,J209,China,Asia,Blood,,27,99.795425,140.622125,0,14086105,14029927,56178,122309,75482,0.005284413,0.00856272,1,0,,0,a/α
SRR13587542,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,J205,China,Asia,Blood,,1,99.86145,116.281888,CNV on chr5,14133781,14117162,16619,81440,68675,0.004807862,0.00570153,1,0,,0,a/α
SRR13587543,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,J202,China,Asia,Blood,,20,99.7534375,102.716838,0,14050429,13987628,62801,107710,125757,0.008804111,0.00754066,1,0,,0,a/α
SRR13587544,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,HX430,China,Asia,Blood,,20,99.722425,100.226213,0,14078064,14014493,63571,98189,107643,0.007535969,0.0068741,1,0,,0,a/α
SRR13587546,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,HX405,China,Asia,Blood,,8,99.7527,107.2615,0,14079731,14019283,60448,93549,110616,0.007744106,0.00654926,1,0,,0,a/α
SRR13587547,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,HX404,China,Asia,Blood,,18,99.822225,133.479,0,14097029,14040631,56398,110273,76594,0.005362263,0.00772009,1,0,,0,a/α
SRR13587548,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,LR36,China,Asia,Blood,,9,99.8580125,106.461375,0,14073211,14020011,53200,121959,88726,0.006211611,0.00853822,1,0,,0,a/α
SRR13587549,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,GZ345,China,Asia,Blood,,19,99.7010375,116.189875,0,14061164,13995675,65489,103017,119715,0.008381117,0.00721211,1,0,,0,a/α
SRR13587550,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,GZ342,China,Asia,Blood,,23,99.6492625,39.5490125,0,10754608,10708590,46018,70150,3459138,0.242170483,,0,0,,0,a/α
SRR13587551,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,GZ341,China,Asia,Pleural and Thoracic,,1,99.9117875,128.86375,0,14143932,14133813,10119,94730,45234,0.003166783,0.00663194,1,0,,0,a/α
SRR13587552,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,XR006,China,Asia,Blood,,9,99.820175,128.816375,0,14086878,14031336,55542,119122,77896,0.005453414,0.0083396,1,0,,0,a/α
SRR13587553,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,XR001,China,Asia,Blood,,8,99.726425,141.26025,0,14104632,14043213,61419,94267,84997,0.005950547,0.00659953,1,0,,0,a/α
SRR13587555,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,XJ113,China,Asia,Blood,,1,99.8736,130.748375,0,14150446,14139930,10516,93781,39669,0.002777183,0.00656551,1,0,,0,a/α
SRR13587556,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,XJ109,China,Asia,Blood,,21,99.7846125,134.133875,0,14109737,14061791,47946,104817,69342,0.004854558,0.00733812,1,1,,0,a/α
SRR13587557,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,XJ108,China,Asia,Blood,,8,99.7482625,208.9485,0,14106744,14050557,56187,113569,63583,0.004451377,0.00795084,1,0,,0,a/α
SRR13587558,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,XJ106,China,Asia,Blood,,20,99.7336625,123.82325,0,14108475,14034919,73556,78202,97219,0.006806196,0.00547484,1,0,,0,a/α
SRR13587559,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,XJ42,China,Asia,Blood,,26,99.474575,147.01775,0,14086769,14010725,76044,79110,118017,0.008262242,0.0055384,1,1,,0,a/α
SRR13587560,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,X175,China,Asia,Blood,,12,99.5867625,140.35375,0,14100059,14032085,67974,79622,104215,0.007295979,0.00557425,1,0,,0,a/α
SRR13587561,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,A129,China,Asia,Blood,,8,99.646825,151.063125,0,14091318,14030594,60724,94478,98100,0.006867874,0.0066143,1,0,,0,a/α
SRR13587562,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,NJ48,China,Asia,Blood,,8,99.6805875,103.15315,0,14049234,13987740,61494,91209,143453,0.010042988,0.00638544,1,0,,0,a/α
SRR13587563,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,SD11,China,Asia,Blood,,20,99.6449125,102.640113,0,14057493,13998288,59205,104552,121851,0.008530656,0.00731957,1,1,,0,a/α
SRR13587564,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,NJ47,China,Asia,Blood,,1,99.9171875,287.7705,0,14161513,14151842,9671,86374,36009,0.002520951,0.00604695,1,0,,0,a/α
SRR13587565,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,Y282,China,Asia,Blood,,12,99.841425,133.86175,0,14087419,14026521,60898,98534,97943,0.006856883,0.00689826,1,0,,0,a/a
SRR13587566,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,Y276,China,Asia,Blood,,25,99.766975,112.047375,0,14089551,14023733,65818,96486,97859,0.006851002,0.00675488,1,0,,0,a/α
SRR13587567,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,Y271,China,Asia,Blood,,18,99.768175,144.434,0,14075209,14016444,58765,121474,87213,0.006105687,0.00850426,1,0,,0,a/α
SRR13587568,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,GZ222,China,Asia,Blood,,25,99.7373,55.550275,0,13893948,13838758,55190,111217,278731,0.019513654,0.00778618,1,0,,0,a/α
SRR13587569,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,Y265,China,Asia,Blood,,25,99.850525,99.3116625,chrR,14065738,14009787,55951,115980,102178,0.00715337,0.00811963,1,0,,0,a/α
SRR13587570,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,QH72,China,Asia,Miscellaneous,,18,99.8712125,134.086125,0,14095417,14042743,52674,116421,72058,0.005044702,0.00815051,1,0,,0,a/α
SRR13587572,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,LS54,China,Asia,Miscellaneous,,22,99.8259125,125.52925,0,14090528,14034601,55927,99902,93466,0.006543453,0.00699403,1,1,,0,a/α
SRR13587573,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,LS53,China,Asia,Pleural and Thoracic,,19,99.814675,143.84175,0,14113555,14024431,89124,85039,85302,0.0059719,0.00595349,1,0,,0,a/α
SRR13587574,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,LS45,China,Asia,Skin,,3,99.82405,147.93475,0,14097535,14036074,61461,96956,89405,0.006259147,0.00678778,1,0,,0,a/α
SRR13587576,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,LJ12,China,Asia,Miscellaneous,,3,99.76475,135.522,0,14089915,14027975,61940,98480,95501,0.006685921,0.00689448,1,0,,0,α/α
SRR13587577,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,LJ10,China,Asia,Blood,,8,99.731575,131.09025,"chr7L,chrRR",14109988,14044037,65951,82224,91684,0.006418697,0.00575641,1,0,,0,a/a
SRR13587578,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,LJ08,China,Asia,Blood,,4,99.6466625,145.494625,0,14090211,14021608,68603,88024,105661,0.007397212,0.00616246,1,0,,0,a/α
SRR13587579,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,G1101,China,Asia,Blood,,18,99.5569375,136.8,"chr6,chr7",14087708,14001835,85873,66340,129848,0.009090517,0.00464439,1,0,,0,a/α
SRR13587580,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,JS429,China,Asia,Pleural and Thoracic,,20,99.7962625,148.077625,0,14111504,14043431,68073,93698,78694,0.005509281,0.00655969,1,0,,0,a/α
SRR13587581,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,JS421,China,Asia,Blood,,18,99.675525,125.703875,0,14075174,14006748,68426,103420,105302,0.007372078,0.00724032,1,0,,0,a/α
SRR13587582,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,JS419,China,Asia,Skin,,4,99.63395,142.220375,0,14069122,14001873,67249,88003,126771,0.0088751,0.00616099,1,0,,0,a/α
SRR13587583,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,JS418,China,Asia,Gastrointestinal,,19,99.5541625,127.233625,0,14052277,13993945,58332,117359,114260,0.007999218,0.00821618,1,0,,0,a/α
SRR13587584,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,JD68,China,Asia,Gastrointestinal,,18,99.72345,115.812625,0,14080664,14006789,73875,90480,112752,0.007893645,0.00633441,1,0,,0,a/α
SRR13587585,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,JD66,China,Asia,Pleural and Thoracic,,23,99.75695,108.163125,0,14079783,14019944,59839,100149,103964,0.007278406,0.00701132,1,0,,0,a/α
SRR13587586,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,JD65,China,Asia,Gastrointestinal,,18,99.7400625,117.82225,0,14084120,14004962,79158,82499,117277,0.008210435,0.00577567,1,0,,0,a/α
SRR13587587,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,JD64,China,Asia,Blood,,1,99.8731375,132.98775,CNV on chr3,14151216,14136093,15123,86082,46598,0.003262275,0.00602651,1,0,,0,a/α
SRR13587588,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,Z1296,China,Asia,Blood,,12,99.847225,132.330375,0,14087989,14028133,59856,102108,93799,0.006566766,0.00714847,1,0,,0,a/α
SRR13587589,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,Z1287,China,Asia,Blood,,18,99.8271125,89.7583125,0,14057014,13997379,59635,100914,125968,0.008818882,0.00706488,1,0,,0,a/α
SRR13587590,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,G199,China,Asia,Blood,,20,99.7324,121.97875,0,14053700,13990293,63407,96563,133633,0.009355501,0.00676027,1,0,,0,a/α
SRR13587592,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,Z427,China,Asia,Blood,,25,99.83005,126.2615,0,14088487,14025125,63362,105830,89579,0.006271328,0.00740904,1,1,,0,a/α
SRR13587593,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,Z4026,China,Asia,Blood,,3,99.972,123.757125,0,14090363,14043111,47252,117657,75876,0.005311996,0.00823704,1,0,,0,a/α
SRR13587594,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,Y214,China,Asia,Blood,,25,99.772275,132.122625,0,14086101,14024604,61497,106637,91158,0.006381872,0.00746554,1,0,,0,a/α
SRR13587595,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,Y2012,China,Asia,Blood,,8,99.8028625,161.06325,0,14123540,14053948,69592,77657,82699,0.005789667,0.00543668,1,0,,0,a/α
SRR13587596,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,Y208,China,Asia,Blood,,11,99.8227625,120.418,chr7,14084692,14038313,46379,115492,83712,0.005860586,0.00808547,1,0,,0,a/α
SRR13587597,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,Y204,China,Asia,Blood,,8,99.8118875,153.09125,0,14110648,14053136,57512,106766,66482,0.004654332,0.00747457,1,0,,0,a/α
SRR13587598,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,XN166,China,Asia,Gastrointestinal,,18,99.6367875,107.89075,0,14054106,13996854,57252,125268,104522,0.007317471,0.00876988,1,0,,0,a/α
SRR13587600,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,XN163,China,Asia,Pleural and Thoracic,,22,99.755725,58.60635,0,13916464,13867538,48926,105347,262085,0.018348285,0.00737523,1,0,,0,a/α
SRR13587601,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,G198,China,Asia,Blood,,20,99.786925,142.13175,0,14097441,14023305,74136,73303,113152,0.007921648,0.00513186,1,0,,0,a/α
SRR13587602,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,XN102,China,Asia,Blood,,3,99.810575,104.17125,0,14062905,14006389,56516,108146,112845,0.007900156,0.00757118,1,0,,0,a/α
SRR13587603,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,XN77,China,Asia,Skin,,1,99.91095,116.810125,0,14140938,14130750,10188,94181,48777,0.003414825,0.00659351,1,0,,0,a/α
SRR13587604,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,XN69,China,Asia,Skin,,18,99.744075,103.629713,0,14088280,14024791,63489,94584,101032,0.00707314,0.00662172,1,0,,0,a/α
SRR13587605,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,XN48,China,Asia,Blood,,4,99.5982875,128.858375,0,14073643,14006561,67082,87427,122826,0.008598914,0.00612067,1,0,,0,a/α
SRR13587606,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,WZ137,China,Asia,Blood,,8,99.7901,130.865375,0,14100467,14036362,64105,85955,97474,0.006824049,0.00601762,1,0,,0,a/α
SRR13587607,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,WZ131,China,Asia,Blood,,8,99.7797,113.43925,0,14095880,14033836,62044,88028,99988,0.007000051,0.00616274,1,0,,0,a/α
SRR13587608,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,WZ121,China,Asia,Blood,,8,99.6989375,127.897875,0,14093022,14028846,64176,88579,102295,0.007161562,0.00620132,1,0,,0,a/α
SRR13587609,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,WZ120,China,Asia,Miscellaneous,,1,99.9230625,159.0955,CNV on chr3,14165188,14152694,12494,88253,30455,0.002132121,0.0061785,1,0,,0,a/α
SRR13587610,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,TJ571,China,Asia,Pleural and Thoracic,,20,99.7233125,120.07925,0,14091999,14025169,66830,87110,104787,0.007336024,0.00609848,1,0,,0,a/α
SRR13587611,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,TJ569,China,Asia,Blood,,8,99.8134625,94.9489,0,14064416,14007898,56518,107199,112281,0.007860671,0.00750489,1,0,,0,a/α
SRR13587612,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,FJ178,China,Asia,Blood,,9,99.883275,109.48835,chr7,13991144,13931815,59329,102987,189765,0.013285241,0.00721001,1,1,,0,a/α
SRR13587613,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,TJ562,China,Asia,Pleural and Thoracic,,25,99.814875,161.408875,0,14047770,13990680,57090,114957,121169,0.00848291,0.00804801,1,0,,0,a/α
SRR13587614,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,TJ560,China,Asia,Pleural and Thoracic,,18,99.7585,113.998,0,14048088,13991185,56903,125627,110181,0.007713652,0.00879501,1,0,,0,a/α
SRR13587615,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,TJ554,China,Asia,Pleural and Thoracic,,1,99.9361625,123.0805,0,13891888,13882279,9609,92907,299101,0.020939735,0.00650432,1,0,,0,a/α
SRR13587616,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,TJ553,China,Asia,Pleural and Thoracic,,9,99.8522875,122.123125,0,14091170,14031293,59877,109272,83454,0.005842524,0.00765001,1,0,,0,a/α
SRR13587618,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,TJ503,China,Asia,Blood,,1,99.9205,127.450125,0,14148561,14138442,10119,94262,41073,0.002875476,0.00659918,1,0,,0,a/α
SRR13587619,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,TJ494,China,Asia,Blood,,8,99.7782875,154.791625,0,14104445,14047026,57419,101928,77523,0.005427301,0.00713587,1,0,,0,a/α
SRR13587620,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,TJ472,China,Asia,Blood,,18,99.8912875,152.673625,0,14097633,14044245,53388,114624,71639,0.005015368,0.0080247,1,0,,0,a/α
SRR13587621,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,TJ469,China,Asia,Skin,,1,99.9293125,137.74,0,14154469,14144838,9631,95154,34273,0.002399415,0.00666163,1,0,,0,a/α
SRR13587622,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,T4039,China,Asia,Pleural and Thoracic,,20,99.68585,105.688625,0,14043726,13977883,65843,98392,141778,0.009925723,0.00688832,1,0,,0,a/α
SRR13587623,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,Z390,China,Asia,Pleural and Thoracic,,1,99.863875,134.704875,0,14128754,14116992,11762,91428,63714,0.004460548,0.00640077,1,0,,0,α/α
SRR13587624,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,T438,China,Asia,Pleural and Thoracic,,8,99.7496375,124.49975,0,14101565,14034350,67215,79979,102352,0.007165552,0.00559924,1,0,,0,a/α
SRR13587625,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,T435,China,Asia,Blood,,19,99.734375,137.381125,0,14064583,14005378,59205,117364,101949,0.007137338,0.00821653,1,0,,0,a/α
SRR13587626,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,T433,China,Asia,Pleural and Thoracic,,4,99.6519625,100.90465,0,14063940,13997814,66126,89331,130625,0.009144914,0.00625397,1,0,,0,a/α
SRR13587627,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,SD195,China,Asia,Blood,,12,99.7780625,123.46525,0,14094932,14026703,68229,87274,101690,0.007119206,0.00610996,1,0,,0,a/α
SRR13587628,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,SD193,China,Asia,Blood,,20,99.82055,109.12125,0,14073504,14016534,56970,116535,93857,0.006570826,0.00815849,1,0,,0,a/α
SRR13587629,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,SD192,China,Asia,Blood,,18,99.7065125,124.58,0,14067000,14004405,62595,115727,101169,0.007082731,0.00810192,1,0,,0,a/α
SRR13587630,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,SD191,China,Asia,Pleural and Thoracic,,1,99.9203375,133.793125,0,14148217,14138242,9975,94550,41129,0.002879396,0.00661934,1,1,,0,a/α
SRR13587631,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,SD181,China,Asia,Gastrointestinal,,1,99.911025,109.161875,0,14137358,14127584,9774,94736,51802,0.003626602,0.00663236,1,0,,0,a/α
SRR13587632,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,SD180,China,Asia,Gastrointestinal,,1,99.8973,113.853,0,14139807,14128833,10974,93048,51041,0.003573325,0.00651419,1,0,,0,a/α
SRR13587633,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,SY13,China,Asia,Blood,,25,99.79755,151.8045,0,14096602,14038701,57901,114667,72627,0.005084537,0.00802771,1,0,,0,a/α
SRR13587634,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,Z1106,China,Asia,Blood,,12,99.795325,94.518675,segmental deletion CNV chr7,14051191,13984755,66436,88126,144579,0.010121818,0.00616961,1,1,,0,a/α
